i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
1906021004231101,2010-11,Mainland Rural,4,0,0,12,4,0,0,0,0,0,4,4,0,4,3.465735903
19060280050148,2008-09,Mainland Rural,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.609437912
1906028005014801,2010-11,Mainland Rural,0,0,2,0,0,0,0,2,0,0,0,2,2,4,2.48490665
19060280050217,2008-09,Mainland Rural,4,2,4,6,8,0,0,0,0,0,2,2,2,0,3.401197382
1906028005021701,2010-11,Mainland Rural,2,0,4,4,6,2,2,0,2,0,2,2,2,0,3.33220451
19060280050263,2008-09,Mainland Rural,0,6,0,0,6,6,6,6,6,0,0,0,0,6,3.737669618
1906028005026301,2010-11,Mainland Rural,0,2,0,4,0,4,0,2,0,0,2,2,0,2,2.890371758
1906028005026302,2010-11,Mainland Rural,0,6,0,0,0,0,0,0,3,3,0,0,0,0,2.48490665
1906028005026303,2010-11,Mainland Rural,4,4,0,0,0,0,0,0,12,4,0,0,0,0,3.17805383
1906028005026304,2010-11,Mainland Other Urban,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1.386294361
19060280050283,2008-09,Mainland Rural,4,8,0,4,0,4,0,0,8,8,0,4,4,0,3.784189634
1906028005028301,2010-11,Mainland Rural,3,3,0,6,0,3,0,0,3,3,0,0,3,0,3.17805383
1906028005028304,2010-11,Mainland Rural,4,0,0,0,0,0,0,0,2,2,0,0,0,0,2.079441542
1906028005028306,2010-11,Mainland Rural,3,0,0,3,0,0,0,3,0,0,3,3,0,0,2.708050201
19060280050297,2008-09,Mainland Rural,0,0,2,0,2,4,0,0,0,0,2,2,0,0,2.48490665
1906028005029701,2010-11,Mainland Rural,0,3,0,0,3,6,6,0,0,0,3,3,0,0,3.17805383
19060280050321,2008-09,Mainland Rural,0,3,6,9,0,0,3,0,0,6,0,0,3,3,3.496507561
1906028005032101,2010-11,Mainland Rural,0,6,12,12,0,12,6,0,12,6,0,6,6,6,4.430816799
19060280050336,2008-09,Mainland Rural,0,0,6,3,0,9,3,0,0,0,3,3,0,0,3.295836866
1906028005033601,2010-11,Mainland Rural,0,4,4,4,4,8,4,4,0,0,4,4,0,0,3.688879454
19060280050401,2008-09,Mainland Rural,0,0,0,0,0,6,0,0,0,3,3,0,0,0,2.48490665
1906028005040101,2010-11,Mainland Rural,2,2,0,0,0,0,2,2,0,2,2,0,0,0,2.48490665
1907-001,2012-13,Dar Es Salaam,2,2,0,0,0,0,0,0,4,2,2,0,0,0,2.48490665
19070070050013,2008-09,Mainland Rural,0,8,4,0,0,0,0,0,4,4,0,0,0,0,2.995732274
1907007005001302,2010-11,Mainland Rural,5,5,0,10,5,0,0,0,0,10,5,5,0,0,3.80666249
19070070050016,2008-09,Mainland Rural,0,4,0,4,0,4,0,0,4,0,4,4,0,0,3.17805383
1907007005001603,2010-11,Mainland Rural,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2.302585093
19070070050047,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,6,6,0,0,3,2.708050201
1907007005004701,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,6,6,0,0,3,2.708050201
19070070050085,2008-09,Mainland Rural,4,4,8,0,0,4,8,0,8,4,4,4,0,0,3.871201011
1907007005008501,2010-11,Mainland Rural,4,4,8,0,4,4,4,0,12,4,4,4,0,0,3.951243719
1907007005008503,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.386294361
19070070050234,2008-09,Mainland Rural,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.098612289
1907007005023401,2010-11,Mainland Rural,0,2,0,2,2,0,0,0,0,2,0,0,0,2,2.302585093
19070070050292,2008-09,Mainland Rural,6,0,0,0,0,0,3,0,3,6,0,0,0,0,2.890371758
1907007005029201,2010-11,Mainland Rural,4,0,0,0,0,0,0,0,4,2,0,0,0,0,2.302585093
1907007005029203,2010-11,Mainland Rural,0,0,4,0,4,0,4,4,0,4,4,4,0,0,3.33220451
19070070050613,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1.386294361
1907007005061301,2010-11,Mainland Rural,0,12,0,0,6,0,0,6,6,6,0,12,6,0,3.988984047
19070070050735,2008-09,Mainland Rural,4,4,0,8,4,0,4,8,4,0,4,0,0,0,3.688879454
1907007005073501,2010-11,Mainland Rural,0,2,2,2,0,2,2,2,0,0,2,2,0,0,2.772588722
1907007005073502,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,3,3,0,3,3,0,2.48490665
1907007005073503,2010-11,Mainland Rural,6,18,12,6,0,6,0,12,30,30,0,6,12,6,4.9698133
1.90701E+15,2010-11,Mainland Rural,3,3,9,0,3,0,3,0,0,3,3,3,0,0,3.401197382
1908-001,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2.197224577
19080043210036,2008-09,Mainland Other Urban,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
19080043210059,2008-09,Mainland Other Urban,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
1908004321005901,2010-11,Mainland Other Urban,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
19080043210072,2008-09,Mainland Other Urban,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
1908004321007201,2010-11,Mainland Other Urban,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19080043210092,2008-09,Mainland Other Urban,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1.609437912
1908004321009201,2010-11,Mainland Other Urban,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1.609437912
19080043210125,2008-09,Mainland Other Urban,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912
1908004321012501,2010-11,Mainland Rural,2,0,2,2,0,0,0,0,2,2,2,0,0,0,2.48490665
19080043210166,2008-09,Mainland Other Urban,0,0,0,0,0,6,3,6,12,3,6,3,0,0,3.663561646
1908004321016601,2010-11,Mainland Other Urban,0,0,0,0,0,4,2,2,6,4,2,2,2,0,3.17805383
19080043210175,2008-09,Mainland Other Urban,0,0,2,1,0,1,0,0,0,0,1,1,0,0,1.791759469
1908004321017501,2010-11,Mainland Other Urban,0,0,2,0,2,2,0,2,0,2,2,2,0,0,2.63905733
19080043210188,2008-09,Mainland Other Urban,0,6,0,6,6,0,6,18,0,12,0,6,6,0,4.189654742
1908004321018801,2010-11,Mainland Other Urban,0,5,0,5,5,0,5,5,0,15,0,5,5,0,3.912023005
1908004321018809,2010-11,Mainland Other Urban,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1.386294361
1.908E+15,2010-11,Mainland Rural,2,2,0,2,0,0,0,0,0,2,2,0,0,0,2.302585093
19080060030106,2008-09,Mainland Rural,14,0,7,0,14,7,14,0,14,21,7,14,0,7,4.779123493
1908006003010601,2010-11,Mainland Rural,12,6,12,6,12,6,12,6,12,0,6,12,0,6,4.682131227
1908006003010603,2010-11,Mainland Rural,0,0,0,6,3,0,0,3,3,3,0,0,0,0,2.890371758
1908006003010604,2010-11,Mainland Rural,15,10,5,10,0,5,0,5,5,15,0,0,0,5,4.317488114
1908006003010615,2010-11,Mainland Other Urban,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1.386294361
19080060030197,2008-09,Mainland Rural,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1.609437912
1908006003019701,2010-11,Mainland Rural,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1.609437912
19080060032010,2008-09,Mainland Rural,6,3,3,6,0,0,0,3,0,6,3,0,0,3,3.496507561
1908006003201001,2010-11,Mainland Rural,4,0,4,4,0,8,0,0,4,8,4,4,0,0,3.688879454
19080060032086,2008-09,Mainland Rural,0,3,0,0,0,0,6,3,3,0,9,3,0,0,3.295836866
1908006003208601,2010-11,Mainland Rural,5,0,0,5,5,0,0,5,15,5,15,5,0,0,4.094344562
19080060032393,2008-09,Mainland Rural,2,0,2,2,0,4,0,0,0,0,2,2,0,0,2.63905733
1908006003239302,2010-11,Mainland Rural,0,0,2,1,0,2,0,0,0,0,0,1,0,0,1.791759469
19080060032469,2008-09,Mainland Rural,0,0,0,2,0,0,0,0,0,0,2,4,2,0,2.302585093
1908006003246901,2010-11,Mainland Rural,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2.302585093
19080060032565,2008-09,Mainland Rural,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
1908006003256501,2010-11,Mainland Rural,2,2,2,0,0,2,0,0,0,2,2,0,0,0,2.48490665
19080060032573,2008-09,Mainland Rural,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1.791759469
1908006003257301,2010-11,Mainland Rural,4,4,0,0,0,4,0,0,0,4,4,0,0,0,2.995732274
1909-001,2012-13,Mainland Rural,9,0,0,3,0,3,3,0,0,3,3,3,0,0,3.295836866
1910-001,2012-13,Mainland Rural,9,0,0,12,3,0,0,0,6,12,3,0,0,3,3.871201011
1911-001,2012-13,Mainland Rural,0,2,2,0,0,0,0,0,2,2,2,2,0,0,2.48490665
1912-001,2012-13,Mainland Rural,0,0,1,0,1,1,0,1,2,1,1,1,0,0,2.197224577
1912-001,2014-15,Mainland Other Urban,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1912-006,2012-13,Mainland Other Urban,0,0,2,2,0,2,0,0,0,2,2,0,0,0,2.302585093
1913-001,2012-13,Mainland Rural,2,2,0,0,2,0,0,4,2,2,2,2,0,0,2.890371758
1913-001,2014-15,Mainland Other Urban,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1914-001,2012-13,Mainland Rural,0,2,0,2,0,0,0,0,2,2,0,0,0,0,2.079441542
1914-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1915-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1.791759469
1915-001,2014-15,Mainland Other Urban,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1.609437912
1916-001,2012-13,Mainland Rural,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1.791759469
1916-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
1917-001,2012-13,Mainland Rural,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289
1917-001,2014-15,Mainland Other Urban,0,0,0,0,1,0,1,0,0,0,1,1,2,0,1.791759469
1918-001,2012-13,Mainland Rural,0,0,4,2,2,0,0,0,0,0,0,2,2,0,2.48490665
1918-001,2014-15,Mainland Other Urban,2,0,0,1,1,0,0,0,0,0,1,1,0,0,1.791759469
1918-003,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1919-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1920-001,2012-13,Mainland Rural,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1.386294361
1921-001,2012-13,Mainland Other Urban,0,0,0,0,1,0,0,0,2,2,0,0,1,1,1.945910149
1921-007,2012-13,Mainland Rural,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2.302585093
1922-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1922-001,2014-15,Mainland Other Urban,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
1923-001,2012-13,Mainland Rural,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1.386294361
1924-001,2012-13,Mainland Rural,0,0,6,0,3,3,0,6,0,3,3,0,0,0,3.17805383
1924-002,2012-13,Dar Es Salaam,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1.386294361
1925-001,2012-13,Mainland Rural,0,2,0,0,0,0,2,2,0,2,0,2,0,0,2.302585093
1926-001,2012-13,Mainland Rural,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1.791759469
1926-103,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1.791759469
1927-001,2012-13,Mainland Rural,3,3,0,0,6,3,0,3,3,3,0,0,3,3,3.401197382
1927-003,2012-13,Mainland Rural,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
1928-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1929-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1930-001,2012-13,Mainland Rural,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361
1931-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
1931-001,2014-15,Mainland Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.098612289
1932-001,2012-13,Mainland Rural,0,0,0,1,2,0,1,1,1,0,1,1,0,0,2.079441542
1932-001,2014-15,Mainland Rural,0,0,2,0,0,2,0,2,0,0,1,1,0,0,2.079441542
1932-009,2012-13,Mainland Rural,0,0,0,2,2,4,2,2,4,0,0,0,0,2,2.890371758
1933-001,2012-13,Mainland Rural,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289
1933-001,2014-15,Mainland Rural,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
1934-001,2014-15,Mainland Rural,1,0,2,1,1,0,2,1,0,0,0,1,0,0,2.197224577
1934-002,2012-13,Mainland Rural,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1.386294361
1934-003,2012-13,Mainland Rural,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
1935-001,2012-13,Mainland Rural,0,2,2,0,0,0,2,0,0,2,2,2,0,0,2.48490665
1935-001,2014-15,Mainland Rural,0,1,0,1,2,0,1,0,1,2,0,0,0,0,2.079441542
1935-003,2012-13,Dar Es Salaam,0,0,0,2,2,0,0,0,2,2,0,0,2,2,2.48490665
1936-001,2012-13,Mainland Rural,0,6,3,0,0,0,0,0,3,3,0,0,0,0,2.708050201
1936-001,2014-15,Mainland Rural,1,1,0,0,1,0,0,2,1,0,0,1,0,0,1.945910149
1937-001,2012-13,Mainland Rural,0,0,3,3,0,0,0,0,0,0,0,3,12,3,3.17805383
1937-001,2014-15,Mainland Rural,0,1,1,1,2,0,0,0,0,0,0,1,1,0,1.945910149
1938-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1938-001,2014-15,Mainland Rural,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1.386294361
1939-001,2012-13,Mainland Rural,0,2,0,2,0,2,0,0,0,0,2,2,0,0,2.302585093
1939-103,2012-13,Dar Es Salaam,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1.386294361
1940-001,2012-13,Dar Es Salaam,0,2,0,0,1,1,0,0,0,2,0,0,1,1,2.079441542
1941-001,2012-13,Dar Es Salaam,0,0,0,0,2,0,0,0,0,2,0,4,0,0,2.079441542
1941-002,2012-13,Dar Es Salaam,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
1942-001,2012-13,Mainland Rural,3,0,0,0,0,0,3,3,3,3,0,3,3,0,3.044522438
1943-001,2012-13,Mainland Rural,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1.791759469
1944-001,2012-13,Mainland Rural,0,2,2,2,0,2,2,2,0,0,2,2,0,0,2.772588722
1945-001,2012-13,Mainland Rural,2,0,0,2,0,0,0,0,0,2,2,0,0,0,2.079441542
1946-001,2012-13,Mainland Rural,0,2,0,2,2,0,0,2,0,0,2,2,0,0,2.48490665
1947-001,2012-13,Mainland Rural,0,0,0,1,1,1,1,0,2,0,1,1,0,0,2.079441542
1948-001,2012-13,Mainland Rural,0,0,4,0,2,0,2,0,6,0,0,2,2,0,2.890371758
1948-108,2012-13,Mainland Rural,0,2,0,0,2,0,0,4,2,2,0,0,0,2,2.63905733
1949-001,2012-13,Mainland Rural,0,2,0,4,0,4,0,0,0,0,0,2,2,0,2.63905733
1950-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
1950-001,2014-15,Mainland Rural,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1.791759469
1951-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1951-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1951-002,2012-13,Mainland Rural,2,0,0,0,2,0,0,0,2,2,0,0,0,0,2.079441542
1952-001,2012-13,Mainland Rural,0,2,2,2,4,0,2,0,2,0,0,2,2,0,2.890371758
1952-001,2014-15,Mainland Rural,0,2,0,0,2,0,1,0,1,0,0,0,1,1,2.079441542
1953-001,2012-13,Mainland Rural,0,5,0,5,5,0,5,5,5,0,5,0,0,0,3.555348061
1953-001,2014-15,Mainland Rural,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6931471806
1954-001,2012-13,Mainland Rural,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
1954-001,2014-15,Mainland Rural,0,1,1,1,0,1,1,0,1,0,1,1,0,0,2.079441542
1955-001,2012-13,Mainland Rural,4,0,0,0,0,4,0,4,0,8,0,0,0,4,3.17805383
1955-001,2014-15,Mainland Rural,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1.945910149
1956-001,2012-13,Mainland Rural,3,0,0,0,3,3,0,0,0,0,3,3,0,0,2.708050201
1956-001,2014-15,Mainland Rural,0,0,0,0,0,0,2,0,3,0,1,1,0,0,1.945910149
1956-003,2012-13,Mainland Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1957-001,2012-13,Mainland Rural,0,0,5,5,5,0,10,0,5,5,5,0,0,0,3.688879454
1957-001,2014-15,Mainland Rural,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.098612289
1958-001,2012-13,Mainland Rural,0,8,4,0,0,4,4,0,0,4,4,4,0,0,3.465735903
1959-001,2012-13,Mainland Rural,3,0,3,0,0,0,0,0,6,3,0,0,0,3,2.890371758
1960-001,2012-13,Dar Es Salaam,0,0,6,3,0,3,3,0,9,0,3,3,0,0,3.401197382
1961-001,2012-13,Mainland Rural,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1.386294361
1962-001,2012-13,Mainland Rural,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
1963-001,2012-13,Mainland Rural,0,2,2,0,0,2,4,4,0,0,2,2,0,2,2.995732274
1964-001,2012-13,Mainland Rural,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1.609437912
1965-001,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1966-003,2012-13,Mainland Rural,2,0,0,0,0,0,2,0,0,2,0,0,0,0,1.791759469
1967-001,2012-13,Mainland Rural,3,3,0,0,0,0,0,3,3,0,0,0,0,0,2.48490665
1968-001,2012-13,Mainland Rural,4,0,0,0,0,0,0,0,0,2,2,0,2,0,2.302585093
1969-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
1969-001,2014-15,Mainland Rural,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
1969-003,2012-13,Mainland Other Urban,0,2,0,0,0,0,2,0,0,2,2,0,0,0,2.079441542
1970-001,2012-13,Mainland Rural,0,0,2,0,2,0,0,0,2,0,0,2,2,0,2.302585093
1970-001,2014-15,Mainland Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
1971-001,2014-15,Mainland Rural,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471806
1972-001,2012-13,Mainland Other Urban,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1.609437912
1972-001,2014-15,Mainland Rural,1,0,0,1,1,0,0,0,1,1,1,0,0,2,2.079441542
1973-001,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1973-001,2014-15,Mainland Rural,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1.386294361
1973-002,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806
1974-001,2012-13,Mainland Other Urban,4,0,0,2,0,2,0,0,0,2,2,0,0,0,2.48490665
1974-001,2014-15,Mainland Rural,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
1975-001,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1975-001,2014-15,Mainland Rural,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1.609437912
1976-001,2012-13,Mainland Other Urban,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1.386294361
1976-001,2014-15,Mainland Rural,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1.791759469
1977-001,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
1978-001,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
1979-001,2012-13,Mainland Other Urban,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1.945910149
1979-003,2012-13,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.386294361
1980-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.098612289
1981-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1.609437912
1982-001,2012-13,Mainland Rural,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1.791759469
1982-003,2012-13,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1983-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
1984-001,2012-13,Mainland Rural,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1.386294361
1985-001,2012-13,Mainland Rural,0,2,0,4,0,2,2,2,0,0,2,2,0,0,2.772588722
1986-002,2012-13,Mainland Rural,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1.609437912
1986-007,2012-13,Mainland Rural,0,0,0,0,0,2,2,4,2,0,2,2,0,0,2.63905733
1987-001,2012-13,Mainland Rural,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1.791759469
1987-105,2012-13,Mainland Rural,0,0,2,0,0,2,2,0,2,2,0,0,0,0,2.302585093
1988-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1988-001,2014-15,Mainland Other Urban,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1.945910149
1989-001,2012-13,Mainland Rural,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1.791759469
1989-001,2014-15,Mainland Other Urban,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1.386294361
1990-001,2012-13,Mainland Rural,3,0,3,3,0,3,3,0,3,0,3,3,0,0,3.17805383
1990-001,2014-15,Mainland Other Urban,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1.609437912
1990-003,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1.791759469
1991-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.098612289
1991-001,2014-15,Mainland Other Urban,0,1,0,1,0,0,1,1,1,2,0,0,0,0,1.945910149
1992-001,2012-13,Mainland Rural,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1.791759469
1992-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1993-001,2012-13,Mainland Rural,0,0,2,0,4,0,2,0,0,0,0,2,2,0,2.48490665
1993-001,2014-15,Mainland Other Urban,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1.386294361
1994-001,2012-13,Mainland Rural,2,0,0,2,2,0,0,2,0,0,2,2,0,0,2.48490665
1994-001,2014-15,Mainland Other Urban,0,2,0,1,0,1,0,0,1,0,0,1,0,1,1.945910149
1995-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996-001,2012-13,Mainland Rural,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361
1997-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1998-001,2012-13,Mainland Rural,2,0,0,0,0,2,2,0,0,0,2,2,0,0,2.302585093
1999-001,2012-13,Mainland Rural,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1.386294361
2000-001,2012-13,Mainland Rural,0,2,2,0,0,4,0,0,0,0,2,2,0,0,2.48490665
2001-001,2012-13,Mainland Rural,2,0,0,2,0,2,0,0,0,2,2,0,0,0,2.302585093
20010170050001,2008-09,Mainland Rural,0,0,0,9,3,3,3,6,0,0,0,6,3,0,3.496507561
2001017005000101,2010-11,Mainland Rural,0,0,0,6,3,6,0,6,3,0,0,6,3,0,3.496507561
20010170050077,2008-09,Mainland Rural,0,4,4,4,8,4,4,8,0,0,4,4,0,4,3.871201011
2001017005007701,2010-11,Mainland Rural,0,3,3,6,3,3,6,0,0,3,3,3,0,3,3.583518938
2001017005007702,2010-11,Mainland Rural,0,3,3,6,0,3,0,6,0,0,0,3,0,0,3.17805383
20010170050116,2008-09,Mainland Rural,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.098612289
2001017005011601,2010-11,Mainland Rural,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289
20010170050196,2008-09,Mainland Rural,2,0,2,2,2,0,0,0,0,0,2,2,0,0,2.48490665
2001017005019601,2010-11,Mainland Rural,12,0,4,4,8,0,0,0,0,4,4,4,0,0,3.688879454
20010170050381,2008-09,Mainland Rural,0,0,2,0,1,1,0,0,1,0,0,1,0,0,1.791759469
2001017005038101,2010-11,Mainland Rural,0,0,0,0,3,0,0,1,1,0,0,1,0,0,1.791759469
20010170050404,2008-09,Mainland Rural,0,0,0,0,4,0,0,0,2,0,0,0,0,4,2.302585093
2001017005040401,2010-11,Mainland Rural,0,0,0,0,6,0,0,0,3,0,3,0,0,6,2.890371758
20010170050431,2008-09,Mainland Rural,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
2001017005043101,2010-11,Mainland Rural,2,2,2,2,0,0,0,0,0,2,2,0,0,0,2.48490665
20010170050446,2008-09,Mainland Rural,3,0,0,3,3,0,3,3,3,0,3,3,0,0,3.17805383
2001017005044601,2010-11,Mainland Rural,0,0,3,3,3,0,0,3,6,0,3,3,0,0,3.17805383
2002-001,2012-13,Mainland Rural,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1.386294361
20020010030027,2008-09,Mainland Rural,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1.386294361
2002001003002701,2010-11,Mainland Rural,0,2,0,0,0,0,2,2,2,0,0,0,0,2,2.302585093
20020010030078,2008-09,Mainland Rural,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1.386294361
2002001003007801,2010-11,Mainland Rural,4,0,2,0,0,0,0,0,0,2,0,0,0,2,2.302585093
20020010030087,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002001003008701,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20020010030155,2008-09,Mainland Rural,0,0,0,3,0,0,3,3,3,3,0,0,0,3,2.890371758
2002001003015501,2010-11,Mainland Rural,0,0,2,0,0,0,0,2,2,0,0,0,0,2,2.079441542
2002001003015502,2010-11,Mainland Other Urban,0,2,0,2,0,0,0,2,2,2,0,0,0,0,2.302585093
20020010030245,2008-09,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002001003024501,2010-11,Mainland Rural,2,0,2,0,0,0,0,0,0,2,0,0,0,2,2.079441542
